Manufacturer,Model,Type,Min.Price,Price,Max.Price,MPG.city,MPG.highway,AirBags,RPM,EngineSize
Chevrolet,Model_8965,Compact,32.6,42.2,17.5,32,37,Driver & Passenger,5202,3.0
Mazda,Model_8966,Compact,22.8,40.8,61.5,19,26,None,6386,3.3
Chevrolet,Model_8967,Van,11.0,16.0,19.1,19,47,Driver & Passenger,4563,2.0
BMW,Model_8968,Sport,15.9,16.8,65.0,21,37,None,5300,3.8
Honda,Model_8969,Van,37.5,21.4,35.1,17,29,None,4522,3.2
Mazda,Model_8970,Sport,41.2,28.0,15.9,15,46,Driver & Passenger,4283,2.5
Volkswagen,Model_8971,Van,18.8,52.3,57.8,20,39,Driver & Passenger,4459,2.2
BMW,Model_8972,Small,15.4,40.3,16.9,21,21,Driver & Passenger,6417,2.1
Mazda,Model_8973,Sport,9.5,21.5,21.2,22,30,None,5470,4.2
Toyota,Model_8974,Small,43.1,12.5,34.1,28,37,None,6463,3.0
BMW,Model_8975,SUV,33.5,40.8,47.8,37,30,None,6344,2.1
Toyota,Model_8976,Sport,43.4,38.1,18.4,29,33,Driver & Passenger,5101,4.2
Toyota,Model_8977,Sport,40.0,40.4,45.0,21,32,Driver only,4904,1.1
Mazda,Model_8978,Van,20.9,21.8,53.4,21,20,Driver & Passenger,4509,5.0
Hyundai,Model_8979,Sport,12.6,33.3,18.5,15,44,Driver & Passenger,5360,4.6
Audi,Model_8980,Small,26.7,26.3,46.3,23,29,Driver only,5375,4.0
Chevrolet,Model_8981,SUV,9.5,46.8,62.8,21,34,Driver & Passenger,4773,2.1
BMW,Model_8982,Van,14.0,13.1,63.3,34,38,Driver & Passenger,4911,4.6
Hyundai,Model_8983,Midsize,17.0,22.4,20.6,21,36,Driver only,5188,4.3
Hyundai,Model_8984,SUV,32.8,37.1,52.3,32,29,Driver only,4102,4.2
Audi,Model_8985,SUV,27.1,19.2,56.9,28,41,Driver & Passenger,6201,1.7
Subaru,Model_8986,Small,19.5,40.3,59.1,36,27,Driver & Passenger,4897,3.5
Chevrolet,Model_8987,SUV,29.1,16.2,29.2,29,42,Driver & Passenger,5937,4.6
Lexus,Model_8988,Midsize,13.1,11.0,26.3,32,26,Driver & Passenger,6310,3.0
Lexus,Model_8989,Compact,36.1,48.9,14.5,24,37,Driver & Passenger,5622,3.2
Mercedes-Benz,Model_8990,Van,34.5,25.0,33.2,17,46,Driver & Passenger,5016,2.6
BMW,Model_8991,Compact,16.4,17.1,18.6,25,23,Driver & Passenger,4659,3.7
Volkswagen,Model_8992,Van,30.6,17.8,53.7,15,25,Driver & Passenger,4782,4.4
Honda,Model_8993,SUV,26.9,49.9,19.6,37,21,None,4947,3.0
Lexus,Model_8994,Van,10.7,39.4,55.4,16,32,Driver & Passenger,4667,4.9
Mercedes-Benz,Model_8995,Small,18.7,53.0,17.7,30,40,None,5983,2.6
Chevrolet,Model_8996,Midsize,45.0,46.0,37.5,17,31,Driver only,6370,1.5
Hyundai,Model_8997,Van,12.1,44.5,32.4,31,24,Driver only,5154,1.1
Kia,Model_8998,Midsize,27.0,32.5,43.9,17,38,Driver only,5208,3.3
Ford,Model_8999,Van,39.5,46.9,39.5,25,21,Driver & Passenger,4054,4.3
Toyota,Model_9000,Midsize,19.5,28.6,43.7,18,30,Driver & Passenger,4703,4.4
Hyundai,Model_9001,Compact,18.0,47.2,12.1,21,42,Driver only,6439,4.9
Lexus,Model_9002,Small,41.0,44.1,18.8,36,27,None,5405,3.1
Ford,Model_9003,Van,19.6,40.5,39.4,30,23,Driver & Passenger,5442,1.8
Audi,Model_9004,Large,32.3,24.8,24.2,31,23,None,6186,3.7
Kia,Model_9005,Midsize,35.5,38.4,16.0,25,30,None,4375,4.6
Toyota,Model_9006,Midsize,37.3,32.8,23.5,18,33,Driver & Passenger,5925,1.7
BMW,Model_9007,Large,44.8,30.8,53.3,17,28,Driver only,4408,2.4
Lexus,Model_9008,Small,37.8,54.6,40.7,36,39,None,4000,4.1
Audi,Model_9009,Midsize,32.5,32.7,22.1,30,45,None,5148,1.9
Hyundai,Model_9010,Small,41.2,11.4,12.8,16,33,Driver & Passenger,4540,4.6
Hyundai,Model_9011,Midsize,41.6,38.2,31.0,19,47,Driver only,4813,4.4
Lexus,Model_9012,SUV,44.0,42.8,30.9,32,22,Driver only,5311,3.0
Mazda,Model_9013,Sport,36.8,49.8,51.0,17,46,Driver & Passenger,4158,5.0
BMW,Model_9014,SUV,15.6,38.5,60.7,16,32,Driver & Passenger,6265,2.2
Chevrolet,Model_9015,Midsize,34.4,10.9,31.7,16,33,Driver & Passenger,6409,4.7
Mazda,Model_9016,Sport,11.2,15.4,48.5,36,36,Driver & Passenger,4886,2.2
Audi,Model_9017,Van,20.1,17.3,45.6,36,22,Driver & Passenger,4668,3.8
Chevrolet,Model_9018,Small,12.7,19.5,34.4,35,34,Driver only,4158,4.0
Hyundai,Model_9019,Midsize,43.2,46.0,15.5,16,40,Driver & Passenger,4911,3.6
Subaru,Model_9020,Compact,20.9,23.9,37.1,30,21,Driver & Passenger,5278,3.1
Ford,Model_9021,Compact,34.5,24.1,30.8,15,40,None,5655,3.6
Chevrolet,Model_9022,Large,29.4,44.0,41.2,33,44,None,5895,1.1
Ford,Model_9023,Compact,12.4,28.6,18.6,33,29,Driver & Passenger,5151,4.5
Mercedes-Benz,Model_9024,Sport,29.0,12.9,50.4,23,46,Driver & Passenger,5671,3.1
Toyota,Model_9025,Compact,32.6,36.3,53.8,34,41,Driver only,4359,2.9
Honda,Model_9026,Compact,40.7,15.9,32.6,23,34,Driver only,4458,3.3
Nissan,Model_9027,Compact,11.1,35.7,21.3,25,38,None,6084,3.3
Mercedes-Benz,Model_9028,Midsize,19.3,45.1,45.0,15,40,Driver & Passenger,4413,3.9
BMW,Model_9029,Large,33.8,51.8,62.7,33,31,None,5244,1.3
Nissan,Model_9030,Small,9.8,13.0,49.1,31,36,Driver & Passenger,5943,4.8
Toyota,Model_9031,Large,15.9,23.7,18.5,20,35,Driver & Passenger,5194,4.8
Chevrolet,Model_9032,Sport,16.5,39.4,33.1,15,27,Driver only,5162,1.1
Toyota,Model_9033,Midsize,32.9,24.2,60.5,32,44,Driver & Passenger,5102,3.1
Volkswagen,Model_9034,Van,18.9,30.3,45.6,23,24,Driver only,5212,3.9
Nissan,Model_9035,Midsize,30.4,10.9,19.8,15,44,Driver & Passenger,4109,2.1
Nissan,Model_9036,SUV,43.7,41.2,50.4,18,43,Driver & Passenger,5317,3.6
Subaru,Model_9037,Compact,37.5,49.7,30.7,36,34,None,4409,3.6
Volkswagen,Model_9038,Compact,20.7,54.0,37.9,32,27,Driver & Passenger,5151,1.9
Mercedes-Benz,Model_9039,Sport,25.7,47.4,34.0,31,37,Driver & Passenger,5047,1.8
BMW,Model_9040,Van,15.8,11.4,50.5,34,40,Driver & Passenger,4213,4.0
Mazda,Model_9041,SUV,9.1,39.3,23.5,33,47,Driver & Passenger,5873,3.8
Kia,Model_9042,Midsize,19.1,32.3,32.6,37,27,None,4584,4.5
Subaru,Model_9043,Van,22.0,52.2,51.5,37,38,Driver & Passenger,5756,4.5
Toyota,Model_9044,Small,29.1,50.6,49.4,28,36,Driver & Passenger,6399,1.6
Honda,Model_9045,Large,43.0,54.5,22.7,21,46,Driver only,4139,4.2
Kia,Model_9046,Midsize,43.1,48.8,30.6,23,23,Driver & Passenger,4728,3.7
Volkswagen,Model_9047,Van,11.1,34.6,12.8,34,23,Driver & Passenger,5804,3.6
Toyota,Model_9048,Small,30.9,42.2,40.1,23,45,Driver only,5828,2.1
Hyundai,Model_9049,Small,10.0,53.4,26.9,29,39,Driver & Passenger,5289,4.3
Volkswagen,Model_9050,SUV,32.2,36.0,12.6,25,39,Driver only,6421,5.0
Audi,Model_9051,SUV,12.8,47.8,34.5,21,28,Driver & Passenger,5147,1.7
Audi,Model_9052,Large,43.0,52.4,61.1,20,46,Driver & Passenger,5635,4.0
Subaru,Model_9053,Small,40.0,35.7,60.9,23,33,Driver & Passenger,6421,2.5
Nissan,Model_9054,Sport,9.3,17.2,31.7,18,20,Driver & Passenger,4999,1.8
Audi,Model_9055,Small,37.0,17.0,35.8,31,28,Driver only,6308,1.6
Subaru,Model_9056,Van,31.7,15.2,24.9,20,42,None,6060,1.8
Hyundai,Model_9057,SUV,26.6,31.4,15.6,31,32,Driver & Passenger,6038,4.4
Ford,Model_9058,Sport,30.5,31.6,48.8,28,40,Driver & Passenger,5459,3.2
Lexus,Model_9059,SUV,33.3,37.8,54.4,19,37,Driver only,5446,4.6
Mercedes-Benz,Model_9060,SUV,40.8,31.7,58.6,32,29,Driver only,4378,4.6
Honda,Model_9061,SUV,36.5,53.8,61.6,22,47,Driver & Passenger,5812,1.6
Lexus,Model_9062,Small,29.5,23.1,60.5,24,45,Driver & Passenger,4191,3.5
Lexus,Model_9063,Compact,38.6,49.3,13.5,25,45,Driver & Passenger,4528,1.2
Audi,Model_9064,Small,44.5,14.5,63.8,36,23,Driver only,5733,2.1
Chevrolet,Model_9065,SUV,19.5,37.1,32.1,17,46,None,5645,1.7
Ford,Model_9066,Sport,12.8,39.2,59.0,16,34,Driver only,4536,4.4
Kia,Model_9067,Small,35.2,44.8,35.4,28,23,Driver & Passenger,6121,2.5
Ford,Model_9068,SUV,44.2,32.6,34.4,18,39,None,5485,5.0
Mercedes-Benz,Model_9069,SUV,12.8,18.9,12.6,31,30,Driver & Passenger,4018,1.6
Toyota,Model_9070,Small,24.3,26.6,14.8,31,31,Driver & Passenger,5802,1.9
Nissan,Model_9071,Small,10.8,22.2,47.6,35,32,Driver & Passenger,4265,3.6
Subaru,Model_9072,Sport,36.8,28.9,61.7,23,21,Driver & Passenger,4238,4.9
BMW,Model_9073,Small,43.1,33.8,23.9,35,27,Driver & Passenger,6140,3.9
BMW,Model_9074,Large,26.7,38.1,17.0,36,23,Driver & Passenger,4604,1.5
Hyundai,Model_9075,Van,23.4,48.0,23.3,23,28,None,6261,2.7
Honda,Model_9076,Large,41.6,51.0,23.3,17,21,Driver & Passenger,5905,5.0
Toyota,Model_9077,Sport,13.4,30.8,27.5,18,42,Driver only,4333,1.3
BMW,Model_9078,Compact,41.0,14.0,17.0,16,24,Driver & Passenger,5978,2.1
Hyundai,Model_9079,Large,22.8,45.9,24.5,28,24,Driver & Passenger,4257,1.5
Nissan,Model_9080,SUV,28.9,31.5,60.8,34,42,Driver & Passenger,6315,4.3
Kia,Model_9081,Van,27.8,34.6,59.2,22,23,Driver only,6133,4.3
BMW,Model_9082,Midsize,31.0,36.8,28.8,32,38,Driver & Passenger,4587,2.4
Chevrolet,Model_9083,Van,42.9,40.1,64.8,18,28,Driver only,6046,2.3
Ford,Model_9084,Large,43.2,50.1,27.8,22,31,None,5355,4.3
BMW,Model_9085,Midsize,38.8,52.8,50.3,21,22,None,5204,1.6
Mercedes-Benz,Model_9086,Sport,15.5,52.3,46.1,29,24,Driver & Passenger,6287,4.3
Toyota,Model_9087,Van,20.7,46.4,15.4,29,21,None,6450,1.4
Audi,Model_9088,Compact,26.3,50.0,30.1,16,42,Driver & Passenger,5408,2.2
Audi,Model_9089,Midsize,41.5,12.2,62.4,18,32,Driver & Passenger,4563,3.0
Kia,Model_9090,Midsize,27.5,48.2,14.7,36,47,Driver & Passenger,5552,1.5
Mercedes-Benz,Model_9091,Van,44.2,13.3,21.3,23,46,Driver & Passenger,4993,1.3
Audi,Model_9092,Large,44.4,43.6,63.5,37,26,Driver only,6282,2.1
Hyundai,Model_9093,Midsize,30.3,17.6,14.1,21,47,None,4953,3.3
Subaru,Model_9094,Sport,40.5,26.2,35.7,32,40,Driver only,4317,4.3
Volkswagen,Model_9095,Van,45.0,18.3,60.7,26,27,Driver & Passenger,5440,3.9
Kia,Model_9096,Sport,39.5,30.0,62.0,28,44,None,4837,3.2
Toyota,Model_9097,Van,32.5,28.5,63.9,21,39,None,4607,3.6
Hyundai,Model_9098,Sport,39.3,12.2,37.5,20,30,None,5380,3.1
Honda,Model_9099,Large,11.5,47.4,16.6,37,31,Driver only,4021,3.2
Mercedes-Benz,Model_9100,Van,31.7,48.4,53.0,36,37,None,4897,1.1
Audi,Model_9101,SUV,16.4,45.4,49.6,33,37,Driver & Passenger,4457,2.5
Volkswagen,Model_9102,Compact,12.7,48.1,42.7,35,46,Driver & Passenger,5075,3.2
Hyundai,Model_9103,Large,41.1,43.8,59.1,33,35,Driver & Passenger,5489,3.4
Nissan,Model_9104,Sport,31.8,52.2,60.3,36,39,Driver & Passenger,5708,3.0
Mercedes-Benz,Model_9105,Van,17.4,35.9,48.2,29,41,Driver & Passenger,5916,3.8
Ford,Model_9106,Large,22.6,36.2,17.9,33,25,Driver & Passenger,6146,2.5
Audi,Model_9107,Sport,44.0,48.7,17.1,26,37,Driver & Passenger,6228,1.6
Kia,Model_9108,Small,40.0,25.7,33.7,16,36,Driver & Passenger,5059,1.1
Toyota,Model_9109,Small,9.1,12.3,27.5,25,37,None,5458,3.3
Audi,Model_9110,Midsize,44.3,43.7,19.0,27,43,Driver only,4523,3.0
BMW,Model_9111,Compact,22.0,21.5,44.4,18,40,Driver & Passenger,5649,1.9
Audi,Model_9112,Small,33.9,31.3,48.2,15,22,None,4429,1.9
Lexus,Model_9113,SUV,34.5,20.8,49.0,35,28,Driver & Passenger,5240,3.3
Mercedes-Benz,Model_9114,Sport,41.8,47.2,21.3,16,47,Driver & Passenger,5001,1.4
Kia,Model_9115,Large,40.8,53.1,28.2,28,47,Driver only,5785,1.5
Chevrolet,Model_9116,Van,18.8,12.5,22.5,32,26,None,4019,2.0
Hyundai,Model_9117,Large,32.0,20.5,43.9,25,43,Driver & Passenger,5147,4.5
Chevrolet,Model_9118,Midsize,22.9,18.5,42.1,25,41,Driver & Passenger,4714,3.8
Audi,Model_9119,Large,27.7,40.3,38.7,33,26,None,4147,3.2
Mercedes-Benz,Model_9120,Small,28.7,29.3,27.7,31,38,Driver & Passenger,4608,2.5
Ford,Model_9121,Large,23.0,30.5,24.6,31,20,Driver & Passenger,5673,2.7
Toyota,Model_9122,Small,25.4,17.1,59.2,16,20,Driver only,5085,1.7
Hyundai,Model_9123,Small,16.1,28.7,14.6,16,20,Driver & Passenger,5087,4.4
Hyundai,Model_9124,Compact,30.7,23.6,46.8,27,30,Driver & Passenger,5047,1.7
Audi,Model_9125,Midsize,36.2,37.5,13.0,20,46,Driver & Passenger,4416,4.0
Audi,Model_9126,SUV,24.2,19.8,22.3,29,47,Driver & Passenger,4417,2.0
Chevrolet,Model_9127,SUV,44.2,37.7,27.3,25,42,Driver only,5742,4.0
Kia,Model_9128,Sport,10.6,27.0,59.0,18,37,Driver only,5397,2.2
Hyundai,Model_9129,SUV,30.0,25.6,19.3,33,32,Driver & Passenger,4662,4.9
Ford,Model_9130,Small,29.8,23.8,61.7,28,47,Driver & Passenger,5790,4.7
Volkswagen,Model_9131,Van,9.8,40.3,55.2,32,41,Driver & Passenger,4522,4.5
Audi,Model_9132,Midsize,16.7,35.3,48.0,31,34,None,5909,1.7
Hyundai,Model_9133,Sport,41.6,48.3,33.8,22,36,Driver & Passenger,4994,1.3
Toyota,Model_9134,SUV,28.4,20.9,60.0,27,29,Driver & Passenger,6421,4.9
Mercedes-Benz,Model_9135,SUV,24.4,11.8,40.0,37,27,Driver only,6340,2.7
Lexus,Model_9136,Van,23.7,18.2,31.7,29,40,Driver & Passenger,4538,4.5
Honda,Model_9137,Large,40.9,25.5,43.0,25,28,Driver & Passenger,5024,2.9
BMW,Model_9138,Midsize,21.9,18.1,24.3,30,38,Driver only,4446,3.6
Audi,Model_9139,Van,39.9,13.8,26.5,32,37,Driver only,5668,4.0
Kia,Model_9140,SUV,19.8,30.0,60.7,26,27,Driver only,5034,3.1
Audi,Model_9141,Midsize,27.9,40.5,54.1,37,46,Driver & Passenger,4335,4.7
Kia,Model_9142,Midsize,13.7,43.8,39.2,26,24,None,6471,1.2
Ford,Model_9143,SUV,38.6,27.9,34.1,20,33,Driver & Passenger,5563,4.3
Lexus,Model_9144,Large,35.4,31.5,54.8,20,32,Driver & Passenger,6332,3.8
Honda,Model_9145,Large,27.8,44.0,42.2,18,20,Driver only,6191,2.3
Nissan,Model_9146,SUV,9.4,25.9,34.0,15,30,Driver & Passenger,5920,2.9
Lexus,Model_9147,Midsize,26.1,45.3,39.3,31,31,Driver & Passenger,5342,2.9
Subaru,Model_9148,Van,16.7,53.5,24.3,18,25,Driver & Passenger,4562,1.2
Toyota,Model_9149,Compact,23.6,49.6,22.7,31,31,Driver & Passenger,4081,3.1
Toyota,Model_9150,Small,39.8,30.4,64.4,19,22,Driver & Passenger,5746,1.3
Kia,Model_9151,Large,36.6,36.1,63.4,23,27,Driver & Passenger,4355,3.1
Chevrolet,Model_9152,SUV,17.3,42.2,34.3,20,41,Driver & Passenger,5864,1.9
Hyundai,Model_9153,Compact,44.5,25.7,39.3,26,21,Driver & Passenger,6329,4.3
Hyundai,Model_9154,Large,41.5,46.0,55.8,31,25,Driver & Passenger,5474,1.3
Kia,Model_9155,Midsize,27.8,29.7,50.5,35,22,None,4044,2.2
Chevrolet,Model_9156,SUV,27.9,48.1,17.3,24,26,None,6363,2.6
Subaru,Model_9157,Compact,41.4,21.5,31.9,16,35,Driver & Passenger,5939,3.4
Mazda,Model_9158,SUV,31.7,10.5,25.3,15,36,Driver & Passenger,5554,5.0
Hyundai,Model_9159,Van,28.1,38.5,64.6,27,31,None,4104,1.5
Hyundai,Model_9160,Van,35.8,30.3,51.7,35,34,Driver & Passenger,4873,2.5
Lexus,Model_9161,Sport,17.1,12.7,14.5,35,33,Driver & Passenger,4247,3.7
Volkswagen,Model_9162,Small,40.6,31.9,59.7,15,20,Driver & Passenger,4567,2.5
Subaru,Model_9163,Small,27.9,17.6,61.2,27,45,Driver only,5904,2.0
Toyota,Model_9164,Large,30.5,38.3,29.7,37,31,Driver & Passenger,6157,4.3
Lexus,Model_9165,Small,11.8,30.0,46.0,17,39,None,4184,1.7
Volkswagen,Model_9166,SUV,19.8,17.7,48.1,25,42,None,5026,2.3
Ford,Model_9167,SUV,24.1,28.5,50.7,36,39,None,5836,2.0
Kia,Model_9168,Sport,23.6,20.5,48.8,30,33,Driver & Passenger,5351,4.8
Ford,Model_9169,Van,36.9,39.4,41.7,32,35,None,5691,4.3
Hyundai,Model_9170,Compact,18.8,23.3,62.6,16,44,None,6422,2.8
Honda,Model_9171,Compact,15.1,47.0,39.2,32,34,Driver & Passenger,4097,4.4
Ford,Model_9172,Van,29.8,10.6,17.9,31,27,Driver & Passenger,5304,3.7
Audi,Model_9173,Midsize,30.9,28.2,16.3,15,40,Driver only,5915,2.4
Mercedes-Benz,Model_9174,Van,12.9,37.8,13.0,18,20,Driver & Passenger,4746,1.8
Hyundai,Model_9175,Compact,8.6,11.0,34.7,37,32,Driver & Passenger,4933,2.4
Hyundai,Model_9176,Large,42.0,19.7,26.5,34,22,None,4155,3.1
Audi,Model_9177,Sport,11.4,24.7,59.4,35,43,Driver & Passenger,4336,1.8
Subaru,Model_9178,Van,41.3,11.0,58.0,20,31,None,6405,2.1
BMW,Model_9179,Midsize,23.1,34.6,56.4,35,26,Driver & Passenger,5914,3.6
Hyundai,Model_9180,Large,32.3,38.4,58.0,19,27,None,6159,3.9
Kia,Model_9181,Van,15.3,20.2,27.8,34,36,Driver only,6077,2.8
Toyota,Model_9182,Large,38.6,34.5,34.6,23,37,Driver only,6147,4.9
Volkswagen,Model_9183,Van,15.1,55.0,28.5,35,29,Driver only,6449,2.2
Kia,Model_9184,Large,22.6,49.9,16.6,18,34,Driver & Passenger,4385,4.6
Hyundai,Model_9185,SUV,17.2,12.6,61.0,19,42,Driver & Passenger,4326,2.1
Nissan,Model_9186,Small,39.1,15.8,44.6,22,40,Driver only,6159,3.9
Volkswagen,Model_9187,Large,39.8,32.2,19.0,31,40,Driver & Passenger,5772,5.0
Nissan,Model_9188,SUV,22.1,21.0,22.9,29,47,Driver & Passenger,4058,4.3
BMW,Model_9189,Small,19.7,13.6,35.9,34,29,None,4998,2.9
Hyundai,Model_9190,Compact,36.7,21.5,14.8,27,28,Driver & Passenger,4273,1.5
Mercedes-Benz,Model_9191,Small,40.6,12.8,26.4,29,20,None,5286,4.9
Mazda,Model_9192,Large,31.3,33.8,49.3,18,40,Driver & Passenger,6236,3.9
Mazda,Model_9193,Sport,42.4,32.1,60.8,32,42,Driver & Passenger,4381,4.4
Lexus,Model_9194,Sport,22.5,10.3,61.2,33,24,Driver & Passenger,5731,3.3
Mazda,Model_9195,Compact,14.0,31.7,39.6,22,34,Driver & Passenger,4708,2.9
Toyota,Model_9196,Large,15.1,33.4,28.5,28,33,Driver & Passenger,5206,1.3
Toyota,Model_9197,Small,32.9,37.3,60.8,15,45,Driver & Passenger,5253,1.2
Mazda,Model_9198,Sport,23.4,53.7,53.7,16,30,Driver & Passenger,6060,3.3
Nissan,Model_9199,Van,14.2,54.2,43.1,34,42,Driver & Passenger,5124,1.8
Hyundai,Model_9200,Midsize,19.2,33.7,56.2,36,36,Driver only,5475,3.7
Ford,Model_9201,Large,27.9,48.0,36.3,17,40,Driver only,4728,4.8
Hyundai,Model_9202,SUV,12.9,13.8,17.9,30,33,Driver & Passenger,4478,2.4
Subaru,Model_9203,SUV,8.6,33.9,61.7,37,25,Driver & Passenger,5831,3.9
Lexus,Model_9204,Van,42.0,40.6,40.3,17,41,Driver & Passenger,4142,4.6
Mazda,Model_9205,Van,19.6,35.4,48.9,20,23,None,4027,4.4
Hyundai,Model_9206,Large,16.6,20.4,32.8,22,32,Driver & Passenger,6488,1.3
Honda,Model_9207,Midsize,34.0,12.8,19.2,37,40,Driver & Passenger,5782,3.7
Toyota,Model_9208,Sport,39.6,27.4,26.4,26,43,Driver & Passenger,5226,2.2
Toyota,Model_9209,Midsize,31.6,39.1,14.3,19,41,Driver only,4220,4.6
Nissan,Model_9210,Compact,17.8,54.6,16.6,19,36,None,4122,1.7
Ford,Model_9211,Small,39.9,20.6,22.9,17,40,None,5156,1.9
Lexus,Model_9212,Small,27.1,51.3,41.7,18,31,Driver & Passenger,6282,3.0
Mazda,Model_9213,Van,22.4,13.1,64.6,19,42,Driver & Passenger,6217,2.3
Kia,Model_9214,Sport,30.6,51.9,56.7,17,31,None,5857,2.4
Volkswagen,Model_9215,Midsize,34.1,47.5,16.6,24,43,Driver & Passenger,5621,2.7
Nissan,Model_9216,Van,30.2,10.9,56.6,33,23,Driver & Passenger,5959,1.6
Nissan,Model_9217,Large,42.1,23.4,40.4,22,21,Driver & Passenger,4922,1.4
Ford,Model_9218,Van,31.4,12.3,47.0,37,39,Driver & Passenger,4916,1.8
Audi,Model_9219,Large,40.6,54.8,18.9,20,25,Driver & Passenger,5299,3.1
Mercedes-Benz,Model_9220,Large,29.9,29.3,33.0,37,25,Driver & Passenger,5823,2.6
Mazda,Model_9221,Compact,20.5,39.8,58.9,21,41,Driver & Passenger,5717,3.7
Kia,Model_9222,Compact,27.9,20.5,34.5,20,20,Driver & Passenger,6037,3.8
Mercedes-Benz,Model_9223,Large,11.7,52.0,18.7,27,30,None,5977,3.5
Toyota,Model_9224,Sport,16.9,22.3,28.5,27,42,Driver & Passenger,4111,1.9
Ford,Model_9225,Compact,36.5,21.7,23.7,35,42,Driver & Passenger,4877,3.5
Kia,Model_9226,Compact,32.6,24.2,48.4,19,40,Driver only,5602,3.3
Honda,Model_9227,Small,14.6,30.8,60.3,20,31,Driver & Passenger,5018,3.6
Nissan,Model_9228,Van,24.5,10.8,50.9,24,23,Driver & Passenger,5223,2.0
Mercedes-Benz,Model_9229,Small,13.7,36.9,56.7,34,47,Driver & Passenger,6169,5.0
Ford,Model_9230,Sport,39.7,11.4,54.7,24,35,Driver & Passenger,5687,4.9
Toyota,Model_9231,Compact,12.5,34.3,12.8,30,46,Driver & Passenger,4289,4.5
Hyundai,Model_9232,SUV,32.4,30.6,18.6,32,38,None,4870,2.0
Lexus,Model_9233,Compact,30.7,20.9,34.4,17,46,Driver & Passenger,4627,4.0
Toyota,Model_9234,Midsize,25.8,24.8,17.9,15,30,Driver & Passenger,6416,1.5
Mercedes-Benz,Model_9235,Sport,18.7,41.8,51.0,35,30,Driver & Passenger,5547,4.7
Hyundai,Model_9236,SUV,23.2,10.4,15.7,17,32,Driver only,6105,1.9
Honda,Model_9237,Van,37.9,24.2,34.1,33,32,None,6044,2.8
Ford,Model_9238,Van,36.3,40.6,32.8,15,27,None,4442,3.6
Volkswagen,Model_9239,SUV,35.5,16.9,40.8,22,30,Driver & Passenger,6461,2.5
Honda,Model_9240,Van,35.9,35.2,45.4,33,35,Driver & Passenger,6494,2.0
Mazda,Model_9241,SUV,13.8,17.6,62.2,18,32,Driver & Passenger,4445,4.2
Mazda,Model_9242,Sport,12.1,17.0,26.4,30,43,Driver only,4404,4.3
Hyundai,Model_9243,SUV,39.9,44.8,47.3,19,22,Driver & Passenger,4976,2.9
Volkswagen,Model_9244,SUV,39.1,22.0,13.9,19,46,Driver & Passenger,5205,2.2
Subaru,Model_9245,Midsize,33.4,26.9,12.1,16,30,Driver only,6199,3.8
Hyundai,Model_9246,Midsize,30.6,42.9,13.3,37,40,Driver & Passenger,4340,4.6
Mercedes-Benz,Model_9247,Small,21.9,18.1,35.8,20,27,Driver & Passenger,4587,4.2
Hyundai,Model_9248,Sport,16.7,33.9,41.4,21,29,Driver & Passenger,4525,3.2
Volkswagen,Model_9249,Sport,32.9,51.3,12.3,29,45,None,5389,1.2
Hyundai,Model_9250,Midsize,41.8,34.9,33.0,24,41,Driver only,6139,4.7
Subaru,Model_9251,Large,24.5,12.2,14.2,24,37,None,6147,4.6
Nissan,Model_9252,Large,19.6,36.5,46.6,33,36,Driver only,5081,2.0
Audi,Model_9253,Small,18.4,14.1,45.5,30,26,Driver & Passenger,5703,3.7
Chevrolet,Model_9254,Large,9.4,22.7,53.6,36,37,None,5469,2.5
Kia,Model_9255,Large,27.5,48.2,41.0,37,29,None,5532,1.9
Honda,Model_9256,Large,44.6,10.5,45.0,23,45,Driver & Passenger,4860,1.0
Kia,Model_9257,Compact,38.3,13.5,26.8,22,39,Driver & Passenger,4820,2.5
Hyundai,Model_9258,Small,41.3,26.4,16.5,33,46,Driver only,4770,1.8
Kia,Model_9259,Midsize,31.2,55.0,51.1,15,41,Driver & Passenger,4073,1.1
Kia,Model_9260,Large,26.1,23.1,44.4,31,32,Driver & Passenger,6399,3.1
Lexus,Model_9261,Van,44.7,17.1,61.7,32,26,Driver only,6116,1.9
Subaru,Model_9262,SUV,24.8,34.7,64.4,29,42,Driver & Passenger,4418,3.4
Toyota,Model_9263,Compact,42.0,33.4,56.9,20,26,Driver & Passenger,6372,2.7
Ford,Model_9264,Large,36.3,30.2,64.2,36,39,Driver & Passenger,5484,2.4
Nissan,Model_9265,SUV,20.6,52.6,46.3,31,30,Driver only,5904,2.5
Chevrolet,Model_9266,SUV,26.9,22.6,16.9,32,29,Driver & Passenger,4916,3.3
Ford,Model_9267,Compact,22.5,23.2,16.8,35,45,Driver & Passenger,5283,4.3
Toyota,Model_9268,Small,13.5,16.3,54.8,33,31,None,6192,3.7
Kia,Model_9269,Van,21.5,41.4,24.6,16,32,Driver & Passenger,4992,1.4
Chevrolet,Model_9270,Van,40.9,24.5,15.2,21,31,Driver only,5526,3.3
Toyota,Model_9271,Van,36.0,46.1,37.0,31,31,Driver & Passenger,5694,4.1
Subaru,Model_9272,Large,18.6,53.7,28.7,29,25,None,5541,2.2
Toyota,Model_9273,Compact,21.9,12.0,43.2,30,22,Driver & Passenger,5760,3.5
Subaru,Model_9274,Van,31.0,54.7,43.8,31,27,Driver & Passenger,4115,1.0
Toyota,Model_9275,SUV,23.7,21.4,48.1,17,36,Driver & Passenger,4041,4.8
